gene_name;gi;pident;evalue;description
THTET00000009604;gi|166219963|sp|A0Q1Z2.1|ASSY_CLONN;28.261;1.5;"RecName: Full=Argininosuccinate synthase; AltName: Full=Citrulline--aspartate ligase"
THTET00000009909;gi|74626318|sp|Q9Y7Q7.1|DENN_SCHPO;39.785;4.56E-97;RecName: Full=DENN domain-containing protein C297.05
THTET00000009909;gi|74626318|sp|Q9Y7Q7.1|DENN_SCHPO;23.034;3.43E-09;RecName: Full=DENN domain-containing protein C297.05
THTET00000009816;gi|37999490|sp|Q05567.1|SGPL_YEAST;46.14;2.73E-170;"RecName: Full=Sphingosine-1-phosphate lyase; Short=S1PL; Short=SP-lyase; Short=ySPL; AltName: Full=Bestowed of sphingosine tolerance 1; AltName: Full=Sphingosine-1-phosphate aldolase"
THTET00000009894;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;40.146;1.18E-21;RecName: Full=Nipped-B-like protein B
THTET00000009894;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;43.382;6.80E-21;RecName: Full=Nipped-B-like protein B
THTET00000009894;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;38.732;6.44E-18;RecName: Full=Nipped-B-like protein B
THTET00000009894;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;33.108;5.29E-17;RecName: Full=Nipped-B-like protein B
THTET00000009894;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;34.043;2.94E-16;RecName: Full=Nipped-B-like protein B
THTET00000009894;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;47.368;8.26E-15;RecName: Full=Nipped-B-like protein B
THTET00000009894;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;29.915;1.47E-07;RecName: Full=Nipped-B-like protein B
THTET00000009894;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;40.741;2.33E-04;RecName: Full=Nipped-B-like protein B
THTET00000010020;gi|109893887|sp|Q2VZV8.1|RS16_MAGSA;30.263;0.2;RecName: Full=30S ribosomal protein S16
THTET00000009933;gi|1351617|sp|Q09856.1|PRP3_SCHPO;37.827;1.01E-92;"RecName: Full=U4/U5/U6 small nuclear ribonucleoprotein prp3; AltName: Full=Pre-mRNA-splicing factor 3"
THTET00000010053;gi|586830497|sp|Q7SC91.2|SEN54_NEUCR;44.102;3.11E-119;"RecName: Full=Probable tRNA-splicing endonuclease subunit tsp-5; AltName: Full=tRNA-intron endonuclease sen54"
THTET00000009834;gi|2497200|sp|Q04013.1|YHM2_YEAST;72.313;2.73E-164;"RecName: Full=Citrate/oxoglutarate carrier protein; Short=Coc1p; AltName: Full=Mitochondrial DNA replication protein YHM2"
THTET00000009910;gi|190360172|sp|Q6GPR5.2|TPC13_XENLA;26.19;1.23E-16;RecName: Full=Trafficking protein particle complex subunit 13
THTET00000009790;gi|1710603|sp|P20084.4|RM33_YEAST;41.463;4.77E-18;"RecName: Full=54S ribosomal protein L33, mitochondrial; AltName: Full=Mitochondrial large ribosomal subunit protein uL30m; AltName: Full=YmL33"
THTET00000009584;gi|166233656|sp|A1JPA1.1|MDTK_YERE8;42.857;0.24;"RecName: Full=Multidrug resistance protein MdtK; AltName: Full=Multidrug-efflux transporter"
THTET00000010005;gi|26396742|sp|Q9P601.2|MOB1_NEUCR;94.977;5.43E-161;RecName: Full=Probable maintenance of ploidy protein mob1
THTET00000009598;gi|123578253|sp|Q3AK74.1|FBSB_SYNSC;29.231;0.24;"RecName: Full=D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase; Short=FBPase class 2/SBPase"
THTET00000010063;gi|338819359|sp|P0CX39.1|RS8A_YEAST;72.5;8.51E-105;"RecName: Full=40S ribosomal protein S8-A; AltName: Full=RP19; AltName: Full=S14; AltName: Full=Small ribosomal subunit protein eS8-A; AltName: Full=YS9"
THTET00000009939;gi|3913432|sp|O42945.1|DHX15_SCHPO;71.901;0;RecName: Full=Probable pre-mRNA-splicing factor ATP-dependent RNA helicase prp43
THTET00000010041;gi|14286112|sp|P78712.2|ARP3_NEUCR;94.533;0;"RecName: Full=Actin-related protein 3; AltName: Full=Actin-like protein 3"
THTET00000009663;gi|46397100|sp|O95365.1|ZBT7A_HUMAN;45.652;8;"RecName: Full=Zinc finger and BTB domain-containing protein 7A; AltName: Full=Factor binding IST protein 1; Short=FBI-1; AltName: Full=Factor that binds to inducer of short transcripts protein 1; AltName: Full=HIV-1 1st-binding protein 1; AltName: Full=Leukemia/lymphoma-related factor; AltName: Full=POZ and Krueppel erythroid myeloid ontogenic factor; Short=POK erythroid myeloid ontogenic factor; Short=Pokemon; AltName: Full=TTF-I-interacting peptide 21; Short=TIP21; AltName: Full=Zinc finger protein 857A"
THTET00000009581;gi|75335529|sp|Q9LV48.1|PERK1_ARATH;39.726;0.22;"RecName: Full=Proline-rich receptor-like protein kinase PERK1; AltName: Full=Proline-rich extensin-like receptor kinase 1; Short=AtPERK1"
THTET00000010160;gi|81890767|sp|Q68FG3.1|SPT2_MOUSE;50;0.093;"RecName: Full=Protein SPT2 homolog; AltName: Full=SPT2 domain-containing protein 1"
THTET00000009699;gi|59799780|sp|O43000.2|LIZ1_SCHPO;38.083;4.28E-83;RecName: Full=Pantothenate transporter liz1
THTET00000009731;gi|122065168|sp|Q8BUR4.3|DOCK1_MOUSE;24.961;1.36E-95;"RecName: Full=Dedicator of cytokinesis protein 1; AltName: Full=180 kDa protein downstream of CRK; Short=DOCK180"
THTET00000009731;gi|122065168|sp|Q8BUR4.3|DOCK1_MOUSE;30.392;0.13;"RecName: Full=Dedicator of cytokinesis protein 1; AltName: Full=180 kDa protein downstream of CRK; Short=DOCK180"
THTET00000009731;gi|122065168|sp|Q8BUR4.3|DOCK1_MOUSE;21.818;1.1;"RecName: Full=Dedicator of cytokinesis protein 1; AltName: Full=180 kDa protein downstream of CRK; Short=DOCK180"
THTET00000010048;gi|1191692524|sp|A0A1D8PNZ7.1|GDE1_CANAL;37.287;0;RecName: Full=Glycerophosphocholine phosphodiesterase GDE1
THTET00000009788;gi|74597773|sp|Q5BBV4.1|EAF3_EMENI;50;5.32E-37;RecName: Full=Chromatin modification-related protein eaf3
THTET00000009610;gi|81741745|sp|Q8D2T1.1|CORA_WIGBR;27.957;0.13;RecName: Full=Magnesium transport protein CorA
THTET00000009616;gi|74638719|sp|Q9P6J0.1|YHDC_SCHPO;30.544;1.02E-75;RecName: Full=Uncharacterized transporter C1683.12
THTET00000010182;gi|122136092|sp|Q2KIT1.1|PKRI1_BOVIN;40.566;4.51E-15;RecName: Full=PRKR-interacting protein 1
THTET00000010188;gi|74638895|sp|Q9UTI5.1|VPS29_SCHPO;48.02;2.61E-54;RecName: Full=Vacuolar protein sorting-associated protein 29
THTET00000010075;gi|75145696|sp|Q7XZU0.1|SAC9_ARATH;30;0.2;"RecName: Full=Probable phosphoinositide phosphatase SAC9; Short=AtSAC9; AltName: Full=Protein SUPPRESSOR OF ACTIN 9; AltName: Full=SAC domain protein 9"
THTET00000009905;gi|74635155|sp|Q6CDJ8.1|GATF_YARLI;29.56;1.31E-08;"RecName: Full=Glutamyl-tRNA(Gln) amidotransferase subunit F, mitochondrial; Short=Glu-AdT subunit F"
THTET00000010222;gi|74626850|sp|O74364.1|ADN1_SCHPO;34.637;1.35E-27;RecName: Full=Adhesion defective protein 1
THTET00000010161;gi|20137971|sp|Q9H5Z1.2|DHX35_HUMAN;52.995;0;"RecName: Full=Probable ATP-dependent RNA helicase DHX35; AltName: Full=DEAH box protein 35"
THTET00000009967;gi|408360223|sp|O94695.2|YG1B_SCHPO;48.214;1.17E-92;RecName: Full=Putative transporter C83.11
THTET00000010153;gi|263428877|sp|P0CB63.1|GET2_CANAL;26.054;6.06E-05;RecName: Full=Golgi to ER traffic protein 2
THTET00000010143;gi|387935370|sp|E3PZS2.1|STAD2_OPHSP;29.592;0.68;"RecName: Full=Palmitoyl-[acyl-carrier-protein] 4-desaturase 2, chloroplastic; AltName: Full=Acyl-[acyl-carrier-protein] desaturase 2; AltName: Full=Stearoyl-[acyl-carrier-protein] 9-desaturase 2; Short=Stearoyl-ACP desaturase 2; Flags: Precursor"
THTET00000009802;gi|74655010|sp|Q06143.1|DIC1_YEAST;46.008;4.69E-67;"RecName: Full=Mitochondrial dicarboxylate transporter; AltName: Full=DTP; AltName: Full=Dicarboxylate carrier 1"
THTET00000009802;gi|74655010|sp|Q06143.1|DIC1_YEAST;28.125;6.4;"RecName: Full=Mitochondrial dicarboxylate transporter; AltName: Full=DTP; AltName: Full=Dicarboxylate carrier 1"
THTET00000010176;gi|25008170|sp|Q8K9P0.1|BIOA_BUCAP;31.25;0.011;"RecName: Full=Adenosylmethionine-8-amino-7-oxononanoate aminotransferase; AltName: Full=7,8-diamino-pelargonic acid aminotransferase; Short=DAPA AT; Short=DAPA aminotransferase; AltName: Full=7,8-diaminononanoate synthase; Short=DANS; AltName: Full=Diaminopelargonic acid synthase"
THTET00000009855;gi|384872668|sp|Q8TFH0.2|YIKE_SCHPO;48.009;4.53E-132;RecName: Full=Probable 6-phosphofructo-2-kinase PB17E12.14c
THTET00000009994;gi|1723740|sp|P53305.1|RT27_YEAST;42.529;9.21E-16;"RecName: Full=Mitochondrial 37S ribosomal protein S27; AltName: Full=Mitochondrial small ribosomal subunit protein mS33"
THTET00000010210;gi|334302794|sp|O82622.2|FB227_ARATH;28.44;0.66;RecName: Full=Putative F-box protein At4g10190
THTET00000009577;gi|62512155|sp|O00534.2|VMA5A_HUMAN;24.943;8.33E-17;"RecName: Full=von Willebrand factor A domain-containing protein 5A; AltName: Full=Breast cancer suppressor candidate 1; Short=BCSC-1; AltName: Full=Loss of heterozygosity 11 chromosomal region 2 gene A protein"
THTET00000010134;gi|74582013|sp|O14325.1|YB7A_SCHPO;41.58;0;RecName: Full=Uncharacterized AAA domain-containing protein C16E9.10c
THTET00000010196;gi|81789069|sp|Q9PR09.1|ATPF_UREPA;19.403;3.6;"RecName: Full=ATP synthase subunit b; AltName: Full=ATP synthase F(0) sector subunit b; AltName: Full=ATPase subunit I; AltName: Full=F-type ATPase subunit b; Short=F-ATPase subunit b; Flags: Precursor"
THTET00000009923;gi|74679767|sp|Q59VM4.1|RPN4_CANAL;51.351;1.70E-16;RecName: Full=Transcriptional regulator RPN4
THTET00000009982;gi|81881814|sp|Q9DCJ9.1|NPL_MOUSE;27.523;0.59;"RecName: Full=N-acetylneuraminate lyase; Short=NALase; AltName: Full=N-acetylneuraminate pyruvate-lyase; AltName: Full=N-acetylneuraminic acid aldolase; AltName: Full=Sialate lyase; AltName: Full=Sialate-pyruvate lyase; AltName: Full=Sialic acid aldolase; AltName: Full=Sialic acid lyase"
THTET00000009781;gi|73921530|sp|Q5R7D0.1|COX18_PONAB;22.159;1.22E-08;"RecName: Full=Cytochrome c oxidase assembly protein COX18, mitochondrial; Flags: Precursor"
THTET00000010189;gi|74619924|sp|Q872U8.1|SGO1_NEUCR;61.776;2.53E-85;RecName: Full=Shugoshin
THTET00000010189;gi|74619924|sp|Q872U8.1|SGO1_NEUCR;35.598;3.69E-35;RecName: Full=Shugoshin
THTET00000009943;gi|81653352|sp|Q7M826.1|MFRB_WOLSU;33.333;1.7;"RecName: Full=8-methylmenaquinol:fumarate reductase iron-sulfur subunit; Short=MFR iron-sulfur subunit"
THTET00000009972;gi|29428024|sp|Q9NJG9.1|SUZ12_DROME;25;0.068;"RecName: Full=Polycomb protein Su(z)12; AltName: Full=Suppressor 12 of zeste protein"
THTET00000010058;gi|137468|sp|P11593.1|VATB_NEUCR;93.177;0;"RecName: Full=V-type proton ATPase subunit B; Short=V-ATPase subunit B; AltName: Full=V-ATPase 57 kDa subunit; AltName: Full=Vacuolar proton pump subunit B"
THTET00000010208;gi|347595640|sp|Q08235.2|BRX1_YEAST;55.882;9.94E-119;RecName: Full=Ribosome biogenesis protein BRX1
THTET00000009595;gi|1270743787|sp|D2E9W9.1|DEP4_ALTBR;28.926;1.27E-59;"RecName: Full=FAD-dependent monooxygenase DEP4; AltName: Full=Depudecin biosynthesis cluster protein 1"
THTET00000010151;gi|26400388|sp|O74995.1|TFH47_SCHPO;47.732;1.05E-142;"RecName: Full=General transcription and DNA repair factor IIH subunit ssl1; Short=TFIIH subunit ssl1; AltName: Full=RNA polymerase II transcription factor B subunit ssl1; Short=TFB subunit ssl1; AltName: Full=Suppressor of stem-loop protein 1 homolog; Short=SSL1 homolog; AltName: Full=TFIIH basal transcription factor complex p47 subunit"
THTET00000010061;gi|20140225|sp|Q9C0Z7.1|RS6B_SCHPO;76.569;7.44E-133;RecName: Full=40S ribosomal protein S6-B
THTET00000009829;gi|75042495|sp|Q5RED8.1|CYLD_PONAB;29.032;2.3;"RecName: Full=Ubiquitin carboxyl-terminal hydrolase CYLD; AltName: Full=Deubiquitinating enzyme CYLD; AltName: Full=Ubiquitin thioesterase CYLD; AltName: Full=Ubiquitin-specific-processing protease CYLD"
THTET00000010110;gi|166971534|sp|A1WAX8.1|FABH_ACISJ;40;9;"RecName: Full=3-oxoacyl-[acyl-carrier-protein] synthase 3; AltName: Full=3-oxoacyl-[acyl-carrier-protein] synthase III; AltName: Full=Beta-ketoacyl-ACP synthase III; Short=KAS III"
THTET00000010149;gi|187471140|sp|A8E7I5.1|TTC36_DANRE;25.781;1.21E-05;"RecName: Full=Tetratricopeptide repeat protein 36; Short=TPR repeat protein 36"
THTET00000009693;gi|1063797048|sp|Q4HVS2.2|GNT1_GIBZE;65.323;2.59E-49;"RecName: Full=Glucose N-acetyltransferase 1; AltName: Full=N-acetylglucosaminyltransferase"
THTET00000010070;gi|357580450|sp|A2XBT1.1|FN3KR_ORYSI;29.515;6.52E-16;"RecName: Full=Protein-ribulosamine 3-kinase, chloroplastic; AltName: Full=Fructosamine 3-kinase-related protein; Flags: Precursor"
THTET00000009957;gi|24418469|sp|O73606.1|KCNG2_CHICK;40.625;0.043;"RecName: Full=Potassium voltage-gated channel subfamily G member 2; AltName: Full=Potassium channel cKv6.2; AltName: Full=Voltage-gated potassium channel subunit Kv6.2"
THTET00000009879;gi|74671197|sp|Q4WNV0.1|CTSD_ASPFU;41.304;3.01E-88;"RecName: Full=Aspartic-type endopeptidase ctsD; Flags: Precursor"
THTET00000009850;gi|576017832|sp|F4I2Y3.1|RMR3_ARATH;33.613;4.13E-14;"RecName: Full=Receptor homology region, transmembrane domain- and RING domain-containing protein 3; Short=AtRMR3; Flags: Precursor"
THTET00000009724;gi|74581876|sp|O13629.1|LPLA_SCHPO;32.164;1.55E-46;RecName: Full=Putative lipoate-protein ligase A
THTET00000009786;gi|27805565|sp|Q95BX6.1|MATK_ULMPA;23.392;7.3;"RecName: Full=Maturase K; AltName: Full=Intron maturase"
THTET00000009886;gi|259016446|sp|A6X982.2|YOGD_SCHPO;32.773;8.18E-12;RecName: Full=Uncharacterized protein C15D4.13c
THTET00000009629;gi|136372|sp|P13228.1|TRP_NEUCR;85.815;0;RecName: Full=Tryptophan synthase
THTET00000010003;gi|2497183|sp|Q04336.1|YM54_YEAST;55.302;0;RecName: Full=Uncharacterized protein YMR196W
THTET00000009872;gi|254763427|sp|Q9UMQ3.3|BARX2_HUMAN;25;2.6;RecName: Full=Homeobox protein BarH-like 2
THTET00000009921;gi|115311955|sp|Q2GNZ6.3|XRN2_CHAGB;84.556;0;RecName: Full=5'-3' exoribonuclease 2
THTET00000009878;gi|60416363|sp|Q02202.2|ECM9_YEAST;28.729;4.59E-11;"RecName: Full=Protein ECM9; AltName: Full=Extracellular mutant protein 9"
THTET00000009614;gi|74582607|sp|O74959.1|YJCD_SCHPO;37.762;7.10E-44;RecName: Full=Uncharacterized oxidoreductase C736.13
THTET00000009996;gi|677988224|sp|C4R8D7.1|ATG37_PICPG;44.872;9.81E-32;RecName: Full=Autophagy-related protein 37
THTET00000010126;gi|1175461|sp|Q09790.1|APS1_SCHPO;42.246;3.39E-38;"RecName: Full=Diphosphoinositol polyphosphate phosphohydrolase aps1; AltName: Full=Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase; Short=Ap6A hydrolase; AltName: Full=Diadenosine hexaphosphate hydrolase (ADP-forming)"
THTET00000010167;gi|731886|sp|P40452.1|COA1_YEAST;42.029;5.02E-21;RecName: Full=Cytochrome c oxidase assembly factor 1
THTET00000010212;gi|549760|sp|P35995.1|YKW2_YEAST;42.857;0.21;RecName: Full=Uncharacterized transcriptional regulatory protein YKL222C
THTET00000009697;gi|74625974|sp|Q9UTN9.1|ATL1_SCHPO;46.364;1.25E-27;RecName: Full=Alkyltransferase-like protein 1
THTET00000010107;gi|119391067|sp|Q3SX07.1|PUS3_BOVIN;41.176;1.23E-75;"RecName: Full=tRNA pseudouridine(38/39) synthase; AltName: Full=tRNA pseudouridine synthase 3; AltName: Full=tRNA pseudouridylate synthase 3; AltName: Full=tRNA-uridine isomerase 3"
THTET00000009713;gi|122136705|sp|Q2PG46.1|TFB1M_MACFA;29.73;0.37;"RecName: Full=Dimethyladenosine transferase 1, mitochondrial; AltName: Full=Mitochondrial 12S rRNA dimethylase 1; AltName: Full=Mitochondrial transcription factor B1; Short=mtTFB1; AltName: Full=S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1; Flags: Precursor"
THTET00000009661;gi|3023956|sp|Q00808.1|HETE1_PODAS;56.25;1.47E-52;RecName: Full=Vegetative incompatibility protein HET-E-1
THTET00000009661;gi|3023956|sp|Q00808.1|HETE1_PODAS;48.75;2.35E-52;RecName: Full=Vegetative incompatibility protein HET-E-1
THTET00000009661;gi|3023956|sp|Q00808.1|HETE1_PODAS;55.729;1.88E-50;RecName: Full=Vegetative incompatibility protein HET-E-1
THTET00000009661;gi|3023956|sp|Q00808.1|HETE1_PODAS;55.851;6.51E-50;RecName: Full=Vegetative incompatibility protein HET-E-1
THTET00000009661;gi|3023956|sp|Q00808.1|HETE1_PODAS;55.208;3.44E-49;RecName: Full=Vegetative incompatibility protein HET-E-1
THTET00000009661;gi|3023956|sp|Q00808.1|HETE1_PODAS;57.292;5.65E-49;RecName: Full=Vegetative incompatibility protein HET-E-1
THTET00000009661;gi|3023956|sp|Q00808.1|HETE1_PODAS;52.222;3.86E-40;RecName: Full=Vegetative incompatibility protein HET-E-1
THTET00000009661;gi|3023956|sp|Q00808.1|HETE1_PODAS;57.692;3.92E-40;RecName: Full=Vegetative incompatibility protein HET-E-1
THTET00000009715;gi|1064304971|sp|B8M9L2.1|TROPG_TALSN;32.248;1.18E-31;"RecName: Full=Short-chain dehydrogenase/reductase tropG; AltName: Full=Tropolone synthesis protein G"
THTET00000010055;gi|74661739|sp|Q6MWS8.1|PPIL3_NEUCR;85.629;1.00E-106;"RecName: Full=Peptidyl-prolyl cis-trans isomerase-like 3; Short=PPIase; AltName: Full=Rotamase"
THTET00000009775;gi|464369|sp|P15245.3|PHHY_TRICU;33.533;2.35E-102;"RecName: Full=Phenol hydroxylase; Short=PHHY"
THTET00000009681;gi|51701991|sp|Q7SC06.1|RS25_NEUCR;95.876;9.11E-52;RecName: Full=40S ribosomal protein S25
THTET00000010022;gi|74629671|sp|Q8J0G0.1|MLCH_PENCI;31.281;4.21E-62;"RecName: Full=Acyltransferase mlcH; AltName: Full=Compactin biosynthesis protein H"
THTET00000010202;gi|74698296|sp|Q9P4X3.1|UTP7_SCHPO;49.903;1.04E-178;"RecName: Full=Probable U3 small nucleolar RNA-associated protein 7; Short=U3 snoRNA-associated protein 7; AltName: Full=U three protein 7"
THTET00000009668;gi|75333775|sp|Q9FFW5.1|PERK8_ARATH;41.304;1.4;"RecName: Full=Proline-rich receptor-like protein kinase PERK8; AltName: Full=Proline-rich extensin-like receptor kinase 8; Short=AtPERK8"
THTET00000010136;gi|74625907|sp|Q9UT54.1|YI95_SCHPO;32.632;2.45E-04;RecName: Full=UPF0593 mitochondrial protein C806.05
THTET00000009792;gi|74581921|sp|O13907.1|ACL2_SCHPO;63.093;0;"RecName: Full=Probable ATP-citrate synthase subunit 2; AltName: Full=ATP-citrate (pro-S-)-lyase 2; AltName: Full=Citrate cleavage enzyme subunit 2"
THTET00000009589;gi|74626990|sp|O94221.1|AGALB_PENSI;39.759;5.30E-90;"RecName: Full=Probable alpha-galactosidase B; AltName: Full=Melibiase B; Flags: Precursor"
THTET00000009912;gi|3041696|sp|P25605.2|ILV6_YEAST;62.799;1.40E-125;"RecName: Full=Acetolactate synthase small subunit, mitochondrial; AltName: Full=Acetohydroxy-acid synthase small subunit; Short=AHAS; Short=ALS; Flags: Precursor"
THTET00000009764;gi|75071455|sp|Q68J42.1|LIPS_PIG;37.008;2.07E-15;"RecName: Full=Hormone-sensitive lipase; Short=HSL"
THTET00000009764;gi|75071455|sp|Q68J42.1|LIPS_PIG;42.857;0.008;"RecName: Full=Hormone-sensitive lipase; Short=HSL"
THTET00000010172;gi|74619976|sp|Q873B7.1|SPC25_NEUCR;89.453;3.12E-168;"RecName: Full=Probable kinetochore protein spc25; AltName: Full=Kinetochore protein 4"
THTET00000010178;gi|269969349|sp|C6Y4D3.1|ECL1_SCHPO;41.026;0.96;RecName: Full=Extender of the chronological lifespan protein 1
THTET00000010198;gi|21264535|sp|P41846.2|WBS14_CAEEL;41.429;1.27E-05;"RecName: Full=Protein WBSCR14 homolog; AltName: Full=MLX interactor"
THTET00000009800;gi|114152885|sp|P08425.3|SYFM_YEAST;48.723;4.28E-149;"RecName: Full=Phenylalanine--tRNA ligase, mitochondrial; AltName: Full=Phenylalanyl-tRNA synthetase; Short=PheRS; Flags: Precursor"
THTET00000009853;gi|334351170|sp|Q0IQN5.2|RTOR1_ORYSJ;26.549;5.6;"RecName: Full=Regulatory-associated protein of TOR 1; AltName: Full=Protein RAPTOR 1; Short=OsRAPTOR1"
THTET00000009892;gi|487517493|sp|G5ED41.1|CAND1_CAEEL;40.476;1.9;"RecName: Full=Cullin-associated NEDD8-dissociated protein 1; AltName: Full=Cullin-associated and neddylation-dissociated protein 1"
THTET00000009974;gi|59800404|sp|O42915.4|UFD1_SCHPO;41.62;2.03E-85;"RecName: Full=Ubiquitin fusion degradation protein 1; Short=UB fusion protein 1"
THTET00000010219;gi|74581929|sp|O13955.1|VAM6_SCHPO;21.848;6.07E-51;"RecName: Full=Vacuolar morphogenesis protein 6; AltName: Full=Vacuolar protein sorting-associated protein 39"
THTET00000010145;gi|238054329|sp|Q9P896.2|TCSA_EMENI;36.123;4.49E-67;RecName: Full=Two-component system protein A
THTET00000010184;gi|3915439|sp|O13695.1|YEN1_SCHPO;31.008;4.23E-05;RecName: Full=Uncharacterized serine-rich protein C11G7.01
THTET00000009799;gi|75075769|sp|Q4R4P5.1|RCAN2_MACFA;33.083;2.31E-09;"RecName: Full=Calcipressin-2; AltName: Full=Down syndrome candidate region 1-like protein 1; AltName: Full=Regulator of calcineurin 2"
THTET00000009903;gi|74676637|sp|Q12754.1|RRP12_YEAST;35.967;0;RecName: Full=Ribosomal RNA-processing protein 12
THTET00000009638;gi|3183340|sp|O13714.1|YDZ7_SCHPO;21.429;0.003;RecName: Full=Uncharacterized membrane protein C14C4.07
THTET00000010224;gi|1708178|sp|P11353.2|HEM6_YEAST;55.836;3.40E-131;"RecName: Full=Oxygen-dependent coproporphyrinogen-III oxidase; Short=COX; Short=Coprogen oxidase; Short=Coproporphyrinogenase"
THTET00000010154;gi|121927570|sp|Q2GVT8.1|SEC31_CHAGB;81.448;0;RecName: Full=Protein transport protein SEC31
THTET00000009703;gi|1279751569|sp|A0A084AFG6.1|SAT17_STACB;32.486;8.91E-51;"RecName: Full=Taurine hydroxylase-like protein SAT17; AltName: Full=Satratoxin biosynthesis SC3 cluster protein 17"
THTET00000010130;gi|2498862|sp|Q12277.1|RRP42_YEAST;31.461;6.07E-29;"RecName: Full=Exosome complex component RRP42; AltName: Full=Ribosomal RNA-processing protein 42"
